TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-10463-2026","2026-03-10 10:34:38","Sales","Sale","Ready","Free Hold","Residential","DUBAI WATER CANAL","Unit","Flat","7350000","163.81","163.81","3 B/R","B1-146,T3","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","","Canal Front Residences CF1 & CF2"
"11-10465-2026","2026-03-10 10:37:36","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","750000","42.93","42.93","Studio","G-257","","","IMG World Adventures","0","0","","THE HAVEN"
"11-10466-2026","2026-03-10 10:32:04","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","545000","41.32","41.32","Studio","M-100","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","IMPERIAL RESIDENCE"
"11-10467-2026","2026-03-10 10:43:05","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","765000","40.49","40.49","Studio","G-54","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Avelon Boulevard"
"11-10469-2026","2026-03-10 10:41:28","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","2600000","48.68","48.68","Studio","B3-39","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","THE PALM TOWER"
"11-10470-2026","2026-03-10 10:52:47","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1152000","63.11","63.11","1 B/R","B-54","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","OAKLEY SQUARE RESIDENCES"
"11-10473-2026","2026-03-10 10:51:09","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","1950000","120.17","120.17","2 B/R","B708","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"11-10474-2026","2026-03-10 10:47:23","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","1950000","127.81","127.81","2 B/R","B56","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"11-10475-2026","2026-03-10 10:51:12","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1400000","137.44","137.44","3 B/R","B3-19","","","IMG World Adventures","0","0","","THE V TOWER"
"11-10478-2026","2026-03-10 11:17:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1590000","60.42","60.42","1 B/R","B3-63","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","BAY CENTRAL WEST & CENTRAL TOWERS"
"11-10479-2026","2026-03-11 12:27:10","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2121695.9","246.39","246.39","4 B/R","B2-276, B2-277","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Orra The Embankment"
"11-10480-2026","2026-03-10 10:46:36","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","570000","38.28","38.28","Studio","L2-A236","","","Motor City","0","0","","DAMAC HILLS - CARSON "
"11-10481-2026","2026-03-10 11:03:33","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","738619","38.6","38.6","Studio","G-08","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-10483-2026","2026-03-10 12:39:16","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","2017000","177.1","177.1","2 B/R","B-117","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","OIA Residence"
"11-10484-2026","2026-03-10 11:37:41","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","778050","48.84","48.84","Studio","G-19","","","IMG World Adventures","0","0","",""
"11-10485-2026","2026-03-10 11:18:40","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","1085000","96.33","96.33","2 B/R","G-79","","","Expo 2020 Site","0","0","","MAG 5 BOULEVARD"
"11-10486-2026","2026-03-11 10:17:30","Sales","Sale","Ready","Free Hold","Residential","Al Satwa","Unit","Flat","1339233","73.62","73.62","1 B/R","P2-17","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-10487-2026","2026-03-10 11:05:05","Sales","Sale","Ready","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","1235000","75.61","75.61","1 B/R","G-17","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE POLO RESIDENCE"
"11-10488-2026","2026-03-10 11:21:22","Sales","Sale","Ready","Free Hold","Residential","CITY WALK","Unit","Flat","7900000","212.34","212.34","3 B/R","B-194, B-195","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","NO. 4A, NO.4B, NO.5 CITYWALK RESIDENTIAL"
"11-10490-2026","2026-03-10 14:29:45","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","450000","40.42","40.42","Studio","B1-2","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-10492-2026","2026-03-10 11:07:21","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","626000","39.75","39.75","Studio","UP-9","","","Motor City","0","0","","DAMAC HILLS - ORCHID"
"11-10494-2026","2026-03-11 10:39:20","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","300000","43","43","Studio","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-10496-2026","2026-03-16 13:40:42","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","4047430","234.09","234.09","2 B/R","B-246","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","GRANDEUR RESIDENCES"
"11-10497-2026","2026-03-10 11:37:37","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1430000","94.68","94.68","1 B/R","G-129","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","OAKLEY SQUARE RESIDENCES"
"11-10499-2026","2026-03-10 11:49:30","Sales","Sale","Ready","Free Hold","Residential","CITY WALK","Unit","Flat","4900000","159.67","159.67","2 B/R","B-174","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-10500-2026","2026-03-10 11:39:45","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","910000","92.74","92.74","1 B/R","B-78","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Laya Residences"
"11-10501-2026","2026-03-10 11:47:55","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","1100000","105.35","105.35","2 B/R","B-311, B-310","Dubai Internet City","","Motor City","0","0","","GLITZ RESIDENCE 3"
"11-10502-2026","2026-03-10 11:55:29","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1900000","79.41","79.41","1 B/R","P5-87","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Imperial  Avenue"
"11-10503-2026","2026-03-10 13:43:19","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1310000","78.1","78.1","1 B/R","P3-140","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Westwood Grande II By Imtiaz"
"11-10504-2026","2026-03-10 11:49:16","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1020000","68.68","68.68","1 B/R","G-88","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Divine Living"
"11-10505-2026","2026-03-10 11:55:09","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","745000","65.46","65.46","1 B/R","G-56","","","Expo 2020 Site","0","0","","The Pulse Residence Plaza"
"11-10507-2026","2026-03-10 12:00:16","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1030000","69.4","69.4","1 B/R","P3-16","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","SCALA TOWER"
"11-10508-2026","2026-03-10 11:50:46","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1120000","82.16","82.16","2 B/R","P-228","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"11-10510-2026","2026-03-10 12:15:39","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","550000","43.18","43.18","Studio","B-90","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","BURJ VIEW RESIDENCE"
"11-10511-2026","2026-03-10 12:10:15","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","775000","75.78","75.78","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-10516-2026","2026-03-10 11:56:52","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1000000","132.02","132.02","1 B/R","859","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-10517-2026","2026-03-10 11:57:27","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","5000000","129.88","129.88","2 B/R","L5-61","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-10518-2026","2026-03-10 14:14:31","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1400000","210.43","210.43","2 B/R","B-98","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","EMIRATES GARDEN 1 (LAVENDER - GARDENIA - ROSE)"
"11-10520-2026","2026-03-10 11:45:25","Sales","Sale","Ready","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Flat","965000","121.13","121.13","2 B/R","P1-036","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","SUBERBIA"
"11-10521-2026","2026-03-10 12:01:32","Sales","Sale","Ready","Free Hold","Residential","BLUEWATERS","Unit","Flat","13000000","194.84","194.84","3 B/R","B069, B070","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","","Bluewaters Residences "
"11-10522-2026","2026-03-10 12:09:23","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","5250000","124.32","124.32","1 B/R","B1-1250","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","",""
"11-10523-2026","2026-03-10 12:21:32","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1200000","42.2","42.2","Studio","P4-11","Dubai Marina","Marina Mall","Burj Al Arab","0","0","","SKY VIEW TOWER"
"11-10525-2026","2026-03-10 12:12:22","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","463000","69","69","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-10528-2026","2026-03-10 11:58:22","Sales","Sale","Ready","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","4700000","206.11","206.11","2 B/R","G-01","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE POLO RESIDENCE"
"11-10529-2026","2026-03-10 12:13:57","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","680000","40.99","40.99","Studio","B3-154","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","STONEHENGE RESIDENCES "
"11-10530-2026","2026-03-10 16:16:08","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1650000","61.21","61.21","1 B/R","P-1068","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Park Horizon"
"11-10531-2026","2026-03-10 13:02:45","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2520000","95.71","95.71","2 B/R","G-3C-107","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Lotus"
"11-10534-2026","2026-03-10 12:18:19","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1312000","78.89","78.89","1 B/R","P4-198","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"11-10536-2026","2026-03-10 13:00:33","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","833000","68.8","68.8","1 B/R","B-15","","","Expo 2020 Site","0","0","",""
"11-10537-2026","2026-03-10 12:19:27","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1150000","103.64","103.64","1 B/R","G-118","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","CASA FLORES AND EDEN APARTMENTS"
"11-10539-2026","2026-03-10 12:32:14","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","600000","45.95","45.95","Studio","B-25","","","Motor City","0","0","","DAMAC HILLS - JASMINE"
"11-10540-2026","2026-03-10 12:31:00","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","6200000","157.82","157.82","2 B/R","B3-452","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","THE ADDRESS RESIDENCE - SKY VIEW"
"11-10541-2026","2026-03-10 12:35:44","Sales","Sale","Ready","Free Hold","Residential","Al Satwa","Unit","Flat","1200000","35.24","35.24","Studio","P2-14","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","","Hyde Walk Residence by Imtiaz "
"11-10542-2026","2026-03-10 12:30:15","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","2200000","97.18","97.18","Office","1198","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-10543-2026","2026-03-11 11:58:31","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","740000","70.07","70.07","1 B/R","B-08","","","Expo 2020 Site","0","0","",""
"11-10544-2026","2026-03-10 12:33:07","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","1500000","77.75","77.75","NA","P3077","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","BAYSWATER"
"11-10546-2026","2026-03-10 12:59:06","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","486553","37.85","37.85","Studio","L2-A046","","","Motor City","0","0","","DAMAC HILLS - CARSON "
"11-10547-2026","2026-03-10 16:16:15","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Unit","Flat","780000","47.86","47.86","1 B/R","B-119","","","","0","0","","Rukan Residence"
"11-10548-2026","2026-03-10 12:58:27","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","2275000","128.78","128.78","2 B/R","PH1-B-19","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","ALANDALUS"
"11-10549-2026","2026-03-10 12:55:11","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","780000","37.85","37.85","Studio","B2-7","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Bayz Tower"
"11-10550-2026","2026-03-10 12:51:37","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2600000","76.89","76.89","1 B/R","L6-21","Marina Towers","Marina Mall","Burj Al Arab","0","0","","THE RESIDENCES AT MARINA GATE 2"
"11-10551-2026","2026-03-11 15:30:15","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2372605","128.65","128.65","2 B/R","P2-200","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","THE ANWA BY OMNIYAT
"
"11-10552-2026","2026-03-10 14:28:45","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Unit","Flat","766505","49.48","49.48","1 B/R","G-47","","","","0","0","","DAMAC HILLS (2) - NAVITAS (A & B) "
"11-10553-2026","2026-03-13 12:51:18","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","500000","31.42","31.42","Studio","B2-66","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 44"
"11-10554-2026","2026-03-11 12:05:48","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","500000","32.87","32.87","Studio","B2-18","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 44"
"11-10555-2026","2026-03-10 12:51:20","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1100000","68.35","68.35","1 B/R","P1-155","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","BLOOM HEIGHTS"
"11-10556-2026","2026-03-10 14:26:53","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1000000","65.97","65.97","1 B/R","P2-97","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Amber"
"11-10557-2026","2026-03-10 13:56:43","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","4800000","230.16","230.16","3 B/R","F1-09","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","ROYAL OCEANIC TOWER"
"11-10558-2026","2026-03-10 13:17:59","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","850000","74.93","74.93","1 B/R","P4-17","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","AL MANARAH TOWER"
"11-10559-2026","2026-03-10 13:48:03","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","560000","33.21","33.21","Studio","B1-212","Dubai Internet City","","Motor City","0","0","","Azizi Mirage 1"
"11-10560-2026","2026-03-11 12:03:27","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","919706","59.11","59.11","1 B/R","B-41","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-10561-2026","2026-03-10 13:35:23","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","1350000","69.44","69.44","1 B/R","G-13","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 17"
"11-10562-2026","2026-03-10 13:34:52","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","1300000","40.75","40.75","Office","B1-76","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","TAMANI ARTS OFFICES"
"11-10563-2026","2026-03-10 13:29:59","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Shop","530000","46.78","46.78","NA","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-10564-2026","2026-03-10 13:24:47","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","940000","104.81","104.81","2 B/R","B1-112","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","HAMZA TOWER"
"11-10565-2026","2026-03-10 15:24:23","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","830000","55.81","55.81","1 B/R","B-73","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-10566-2026","2026-03-10 14:18:58","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Hotel Apartment","2800000","140.87","140.87","2 B/R","B-3","Al Sufouh","Mall of the Emirates","Burj Al Arab","0","0","","ROYAL BAY"
"11-10567-2026","2026-03-10 14:05:52","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","823000","77.14","77.14","1 B/R","","","","IMG World Adventures","0","0","",""
"11-10568-2026","2026-03-11 09:14:42","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Shop","1180000","30.88","30.88","NA","G-26","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","ZADA TOWER"
"11-10569-2026","2026-03-12 14:35:03","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1800000","185.81","185.81","2 B/R","79-205","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-10570-2026","2026-03-10 14:10:03","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1100000","72.67","72.67","1 B/R","B1-F1903","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-10571-2026","2026-03-10 14:10:46","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2650000","161.09","161.09","2 B/R","P2-10","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Royale"
"11-10573-2026","2026-03-10 14:20:01","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","460000","56.23","56.23","1 B/R","B1-12","Rashidiya Metro Station","City Centre Mirdif","","0","0","","LADY RATAN MANOR"
"11-10574-2026","2026-03-10 14:44:33","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","560000","41.61","41.61","Studio","B1-101","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","GIOVANNI BOUTIQUE"
"11-10575-2026","2026-03-10 15:20:37","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1780000","83.53","83.53","1 B/R","G-3C-077","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Lotus"
"11-10576-2026","2026-03-10 15:30:55","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","290667.09","14.6","29.2","Office","B1-195","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","TAMANI ARTS OFFICES"
"11-10577-2026","2026-03-10 15:22:51","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","795000","73.97","73.97","1 B/R","B1-84","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","EAGLE HEIGHTS"
"11-10578-2026","2026-03-10 15:12:59","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2000000","94.69","94.69","2 B/R","B4-156,157","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","GLOBAL LAKE VIEW"
"11-10579-2026","2026-03-10 15:43:28","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","770000","92","92","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-10580-2026","2026-03-11 13:50:35","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","600000","42.58","42.58","Studio","P2-326","","","Motor City","0","0","","DAMAC HILLS - ARTESIA"
"11-10581-2026","2026-03-10 15:18:17","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1880000","91.23","91.23","1 B/R","P2-57","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","OCEAN HEIGHTS"
"11-10583-2026","2026-03-10 16:26:32","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1950000","67.68","67.68","2 B/R","B-107","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","Socio"
"11-10584-2026","2026-03-10 15:56:01","Sales","Sale","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","1060000","103.36","103.36","2 B/R","TB53-G-100","","","Motor City","0","0","","REMRAAM"
"11-10585-2026","2026-03-10 22:35:12","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","395000","37.88","37.88","Studio","B-118","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Hera Tower"
"11-10586-2026","2026-03-10 22:33:33","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","900000","109.6","109.6","2 B/R","P3-052,P3-T2","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Hera Tower"
"11-10587-2026","2026-03-10 22:59:32","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","395000","31.47","31.47","Studio","B-119","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Hera Tower"
"11-10588-2026","2026-03-10 22:57:59","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","395000","31.49","31.49","Studio","","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Hera Tower"
"11-10589-2026","2026-03-10 22:55:58","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","395000","37.15","37.15","Studio","B-013","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Hera Tower"
"11-10591-2026","2026-03-11 09:06:52","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3550000","147.2","147.2","2 B/R","L1-90","Creek Metro Station","Dubai Mall","Dubai International Airport","0","0","","THE DUBAI CREEK RESIDENCES"
"11-10592-2026","2026-03-11 12:38:06","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","2000000","94.95","94.95","2 B/R","G-04","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 2"
"11-10593-2026","2026-03-11 09:22:28","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","2430000","107.6","107.6","1 B/R","B-189","Al Sufouh","Mall of the Emirates","Burj Al Arab","0","0","","ROYAL AMWAJ"
"11-10595-2026","2026-03-11 09:40:57","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2545000","153.25","153.25","2 B/R","1","Damac Properties","Marina Mall","Burj Al Arab","0","0","","AL SEEF II"
"11-10596-2026","2026-03-11 10:53:44","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3050000","138.24","138.24","2 B/R","B1-073","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-10598-2026","2026-03-11 14:22:45","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2000000","132.57","132.57","2 B/R","MM-107","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-10599-2026","2026-03-11 09:24:55","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","415000","33.12","33.12","Studio","G-382","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","THE SPIRIT"
"11-10601-2026","2026-03-11 09:54:14","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","2850000","95.53","95.53","1 B/R","B2-88","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
