TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-7706-2026","2026-02-18 13:16:01","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","5560000","201.44","201.44","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","MAPLE 2 "
"11-7707-2026","2026-02-18 13:17:02","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","4100000","264.01","264.01","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 3"
"11-7735-2026","2026-02-18 14:23:37","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","9000000","179.75","179.75","4 B/R","","","","","0","0","","ALBARARI IXORA VILLAS"
"11-7762-2026","2026-02-19 08:52:45","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Building","Villa","4250000","240","240","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-7768-2026","2026-02-19 09:18:24","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3275000","172.51","172.51","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 9"
"11-7771-2026","2026-02-19 10:06:28","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","3235000","141.39","141.39","3 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches III - JOY"
"11-7779-2026","2026-02-19 10:00:06","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","4100000","264","264","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 3"
"11-7785-2026","2026-02-19 10:08:01","Sales","Sale","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3672000","251.48","251.48","4 B/R","","","","","0","0","","Greenview 3"
"11-7788-2026","2026-02-19 10:11:42","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3640000","168","168","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"11-7796-2026","2026-02-19 10:43:08","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","3350000","152.52","152.52","4 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK VILLA'S 2"
"11-7808-2026","2026-02-19 10:55:55","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","4040000","242.01","242.01","4 B/R","","","","IMG World Adventures","0","0","","La Violeta 2"
"11-7817-2026","2026-02-19 11:53:07","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","4400000","343.92","343.92","3 B/R","","","","Global Village","0","0","",""
"11-7826-2026","2026-02-19 11:06:17","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3700000","236.03","236.03","4 B/R","","","","IMG World Adventures","0","0","","La Rosa 6 "
"11-7850-2026","2026-02-19 11:55:54","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","7000000","358.05","358.05","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 3"
"11-7883-2026","2026-02-19 12:52:35","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1010000","54.05","54.05","1 B/R","","","","","0","0","","Rukan 3"
"11-7891-2026","2026-02-19 12:44:02","Sales","Sale","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4600000","323.6","323.6","4 B/R","","","","","0","0","","The Pulse- Beachfront"
"11-7909-2026","2026-02-19 13:35:02","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","4850000","198.17","198.17","3 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","MAPLE 2 "
"11-7911-2026","2026-02-19 13:44:51","Sales","Sale","Ready","Free Hold","Residential","DUBAI INDUSTRIAL CITY","Building","Villa","1500000","136.96","136.96","3 B/R","","","","Al Makhtoum International Airport","0","0","","SAHARA MEADOWS1"
"11-7940-2026","2026-02-19 14:07:59","Sales","Sale","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","3200000","285.7","285.7","4 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside"
"11-7945-2026","2026-02-19 15:02:46","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","3500000","260.75","260.75","4 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"11-7977-2026","2026-02-19 15:58:27","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","4275000","202.8","202.8","4 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Le Parc Homes"
"11-8063-2026","2026-02-20 10:00:54","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3850000","244.87","244.87","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 8"
"11-8077-2026","2026-02-20 09:46:31","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1775000","96.2","96.2","2 B/R","","","","","0","0","","Rukan 3"
"11-8085-2026","2026-02-20 10:46:43","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","3000000","187.92","187.92","3 B/R","","","","","0","0","","REEM TOWNHOUSES"
"11-8144-2026","2026-02-20 10:25:24","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH GOLF","Building","Villa","4175000","141.65","141.65","3 B/R","","Damac Properties","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","JASMINE LANE"
"11-8165-2026","2026-02-20 10:25:36","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2850000","161","161","3 B/R","","","","","0","0","","La Rosa 3"
"11-8173-2026","2026-02-20 12:05:55","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3800000","246.12","246.12","4 B/R","","","","IMG World Adventures","0","0","","La Violeta 2"
"11-8190-2026","2026-02-20 11:34:29","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","4550000","248.09","248.09","2 B/R","","","","Motor City","0","0","",""
"11-8202-2026","2026-02-20 11:33:56","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 7","Building","Villa","3050000","131.04","131.04","2 B/R","","","","","0","0","","MAG EYE Phase 1"
"11-8214-2026","2026-02-20 11:30:15","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","5300000","250.17","250.17","3 B/R","","","","Motor City","0","0","",""
"11-8266-2026","2026-02-20 12:30:18","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","5500000","325.08","325.08","5 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MAPLE"
"11-8319-2026","2026-02-20 13:37:30","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","5900000","349.66","349.66","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 14"
"11-8325-2026","2026-02-20 14:51:59","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES II","Building","Villa","4200000","243","243","4 B/R","","","","Motor City","0","0","","AR II Camelia"
"11-8327-2026","2026-02-20 14:59:24","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","3680000","243","243","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 4"
"11-8337-2026","2026-02-21 10:49:43","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","4100000","257.15","257.15","4 B/R","","","","","0","0","","Mudon Al Ranim 3"
"11-8344-2026","2026-02-21 13:22:48","Sales","Sale","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","3670000","257.52","257.52","4 B/R","","","","","0","0","","The Valley-Nara"
"11-8360-2026","2026-02-23 09:44:38","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","3100000","210.95","210.95","2 B/R","","","","Motor City","0","0","",""
"11-8381-2026","2026-02-23 11:40:11","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","3450000","330.16","330.16","3 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 2"
"11-8383-2026","2026-02-23 10:25:55","Sales","Sale","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","3500000","257.52","257.52","4 B/R","","","","","0","0","","The Valley-Nara"
"11-8387-2026","2026-02-23 10:33:06","Sales","Sale","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","3450000","255.44","255.44","4 B/R","","","","","0","0","","The Valley - Talia"
"11-8405-2026","2026-02-23 11:10:21","Sales","Sale","Ready","Free Hold","Residential","THE FIELD","Building","Villa","4600000","286.65","286.65","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"11-8418-2026","2026-02-23 11:32:41","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","3050000","203.15","203.15","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"11-8424-2026","2026-02-23 13:20:18","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","5600000","392.37","392.37","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 9"
"11-8429-2026","2026-02-23 11:48:31","Sales","Sale","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","2490000","137.76","137.76","3 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 2"
"11-8434-2026","2026-02-23 11:55:50","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","5550000","302.03","302.03","4 B/R","","","","","0","0","","Arabian Ranches lll - June"
"11-8448-2026","2026-02-23 12:41:05","Sales","Sale","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4150000","323.57","323.57","4 B/R","","","","","0","0","","The Pulse Beachfront 2"
"11-8451-2026","2026-02-23 12:06:31","Sales","Sale","Ready","Free Hold","Residential","RUKAN","Building","Villa","1150000","111.9","111.9","1 B/R","","","","","0","0","","Rukan 3"
"11-8460-2026","2026-02-23 12:41:30","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3900000","206.99","206.99","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 6"
"11-8503-2026","2026-02-23 14:25:39","Sales","Sale","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","3125000","287.16","287.16","4 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 2"
"11-8555-2026","2026-02-24 09:46:52","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1740000","101.38","101.38","2 B/R","","","","","0","0","","Rukan 3"
"11-8556-2026","2026-02-24 10:25:53","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3050000","161","161","3 B/R","","","","","0","0","","La Rosa 3"
"11-8557-2026","2026-02-24 12:52:56","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","4700000","140.42","140.42","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- AUTUMN"
"11-8570-2026","2026-02-24 10:12:28","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","3850000","201.94","201.94","2 B/R","","","","Motor City","0","0","",""
"11-8572-2026","2026-02-24 10:46:47","Sales","Sale","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2850000","175.34","175.34","3 B/R","","","","","0","0","","The Valley - Talia"
"11-8576-2026","2026-02-24 10:36:37","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","3625000","278.39","278.39","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 3"
"11-8593-2026","2026-02-24 10:55:16","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1060000","52.87","52.87","1 B/R","","","","","0","0","","Rukan 3"
"11-8600-2026","2026-02-24 11:38:09","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4170000","170.01","170.01","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 5"
"11-8610-2026","2026-02-24 11:17:06","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","3575000","202.23","202.23","2 B/R","","","","Motor City","0","0","",""
"11-8625-2026","2026-02-24 11:39:49","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3120000","168.6","168.6","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 6"
"11-8642-2026","2026-02-24 12:42:15","Sales","Sale","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2725000","174","174","3 B/R","","","","","0","0","","The Valley - Orania"
"11-8678-2026","2026-02-24 12:58:06","Sales","Sale","Ready","Free Hold","Residential","GRAND VIEWS","Building","Villa","6800000","303.2","303.2","4 B/R","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","GRAND VIEWS"
"11-8680-2026","2026-02-24 13:10:52","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 7","Building","Villa","2760000","110.24","110.24","2 B/R","","","","","0","0","","MAG EYE Phase 1"
"11-8740-2026","2026-02-25 08:43:28","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","5700000","293.14","293.14","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"11-8741-2026","2026-02-25 08:58:21","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","6850000","405.43","405.43","3 B/R","","","","Motor City","0","0","",""
"11-8762-2026","2026-02-25 10:18:20","Sales","Sale","Ready","Free Hold","Residential","SUSTAINABLE CITY","Building","Villa","4975000","214.89","214.89","4 B/R","","","","Motor City","0","0","","THE SUSTAINABLE CITY"
"11-8780-2026","2026-02-25 10:26:28","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","3110000","167.14","167.14","3 B/R","","","","IMG World Adventures","0","0","","La Violeta 2"
"11-8805-2026","2026-02-25 11:10:55","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","6200000","390.93","390.93","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 9"
"11-8825-2026","2026-02-25 11:29:01","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","3000000","191.17","191.17","3 B/R","","","","","0","0","","SAMA TOWNHOUSES"
"11-8827-2026","2026-02-25 12:22:16","Sales","Sale","Ready","Free Hold","Residential","THE VALLEY","Building","Villa","2775000","176.9","176.9","3 B/R","","","","","0","0","","The Valley-Nara"
"11-8938-2026","2026-02-26 09:40:51","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Building","Villa","2500000","128.92","128.92","2 B/R","","","","Expo 2020 Site","0","0","","The Pulse Villas"
"11-8939-2026","2026-02-26 09:36:47","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4995000","266.35","266.35","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 2"
"11-8961-2026","2026-02-26 10:08:17","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2900000","179.2","179.2","3 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta "
"11-8963-2026","2026-02-26 10:46:56","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES II","Building","Villa","3500000","154.72","154.72","3 B/R","","","","Motor City","0","0","","AR II Camelia 2"
"11-8976-2026","2026-02-26 10:21:21","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Building","Villa","4625000","212.9","212.9","4 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-8977-2026","2026-02-26 10:38:25","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","5000000","350.99","350.99","3 B/R","","","","Motor City","0","0","",""
"11-8993-2026","2026-02-26 10:49:40","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","4990000","242.88","242.88","4 B/R","","","","","0","0","","Mudon Al Ranim 3"
"11-9052-2026","2026-02-26 11:55:40","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","4350000","235.41","235.41","4 B/R","","","","Global Village","0","0","","Arabian Ranches III - SUN"
"11-9059-2026","2026-02-26 13:12:04","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","5800000","325.49","325.49","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"11-9083-2026","2026-02-26 12:37:02","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3700000","172.51","172.51","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 2"
"11-9087-2026","2026-02-26 14:43:14","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","890000","52.87","52.87","1 B/R","","","","","0","0","","Rukan 3"
"11-9092-2026","2026-02-26 12:49:31","Sales","Sale","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3700000","390.71","390.71","4 B/R","","","","","0","0","","Greenview 3"
"11-9107-2026","2026-02-26 14:42:10","Sales","Sale","Ready","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3550000","231","231","4 B/R","","","","","0","0","","Greenview 3"
"11-9116-2026","2026-02-26 13:53:10","Sales","Sale","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Building","Villa","4350000","368.19","368.19","5 B/R","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL KHAIL HEIGHTS"
"11-9128-2026","2026-02-26 15:23:18","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","3500000","161.41","161.41","3 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","SOMERSET MEWS "
"11-9177-2026","2026-03-03 09:20:07","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","5550000","223.46","223.46","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 14"
"11-9198-2026","2026-02-27 09:27:14","Sales","Sale","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2965000","176.9","176.9","3 B/R","","","","","0","0","","The Valley - Orania"
"11-9212-2026","2026-02-27 10:15:35","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3875000","190.15","190.15","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 15"
"11-9219-2026","2026-02-27 10:23:24","Sales","Sale","Ready","Free Hold","Residential","THE LAKES","Building","Villa","5850000","220.55","220.55","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","The Lakes Zulal"
"11-9224-2026","2026-02-27 10:15:06","Sales","Sale","Ready","Free Hold","Residential","LA MER","Building","Villa","26500000","588.42","588.42","5 B/R","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","Sur La Mer"
"11-9233-2026","2026-02-27 10:53:33","Sales","Sale","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2690000","161","161","3 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta B"
"11-9234-2026","2026-02-27 10:44:05","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4250000","157.76","157.76","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 8"
"11-9236-2026","2026-02-27 10:59:51","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","6650000","346.12","346.12","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 11"
"11-9247-2026","2026-02-27 10:47:17","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","2815000","201.59","201.59","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 1"
"11-9248-2026","2026-02-28 13:47:25","Sales","Sale","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","2475000","144.32","144.32","3 B/R","","","","Al Makhtoum International Airport","0","0","","Greenview 2"
"11-9276-2026","2026-02-27 11:14:22","Sales","Sale","Ready","Free Hold","Residential","THE FIELD","Building","Villa","4000000","186.97","186.97","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"11-9303-2026","2026-02-27 11:51:39","Sales","Sale","Ready","Free Hold","Residential","SERENA","Building","Villa","2587500","172.5","172.5","2 B/R","","","","Hamdan Sports Complex","0","0","","Serena - Casa Viva "
"11-9322-2026","2026-02-27 12:06:42","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","4050000","169.4","169.4","4 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"11-9323-2026","2026-02-27 12:14:07","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1625000","79.31","79.31","2 B/R","","","","","0","0","","Rukan 3"
"11-9334-2026","2026-02-27 15:54:20","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2900000","174","174","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"11-9335-2026","2026-03-02 10:41:50","Sales","Sale","Ready","Free Hold","Residential","TILAL AL GHAF","Building","Villa","3900000","140.43","140.43","3 B/R","","","","","0","0","","Elan"
"11-9339-2026","2026-03-04 13:26:48","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2770000","172.2","172.2","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"11-9353-2026","2026-02-27 16:25:48","Sales","Sale","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","3300000","349.75","349.75","4 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 2"
"11-9379-2026","2026-02-27 16:51:24","Sales","Sale","Ready","Free Hold","Residential","LIVING LEGENDS","Building","Villa","5300000","403.59","403.59","5 B/R","","","","","0","0","","MAYA Luxury Collection"
"11-9393-2026","2026-02-28 11:31:26","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","3525000","275.09","275.09","4 B/R","","","","","0","0","","NOOR TOWNHOUSES"
"11-9413-2026","2026-03-02 09:13:15","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3500000","208.62","208.62","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 14"
"11-9427-2026","2026-03-02 14:00:22","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","6250000","254.94","254.94","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 11"
"11-9428-2026","2026-03-02 11:19:22","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","2800000","168.82","168.82","4 B/R","","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","MULBERRY MANSIONS"
"11-9441-2026","2026-03-02 12:07:48","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","2350000","128.63","128.63","3 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","MIRABELLA 5"
"11-9445-2026","2026-03-02 12:07:13","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4050000","263.88","263.88","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 14"
"11-9497-2026","2026-03-03 10:36:40","Sales","Sale","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2940000","174","174","3 B/R","","","","","0","0","","The Valley - Orania"
"11-9528-2026","2026-03-05 11:48:12","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1025000","52.87","52.87","1 B/R","","","","","0","0","","Rukan 3"
"11-9568-2026","2026-03-04 09:13:48","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4650000","288.56","288.56","3 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 4"
"11-9574-2026","2026-03-04 09:23:24","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","8100000","365.43","365.43","3 B/R","","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","0","0","","Golf Grove"
"11-9579-2026","2026-03-04 09:52:46","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","7850000","445.61","445.61","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 10"
"11-9674-2026","2026-03-04 14:36:53","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3350000","278.98","278.98","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 6"
"11-9702-2026","2026-03-05 13:16:17","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","16600000","442","442","5 B/R","","","","","0","0","","CHORISIA 2 VILLAS"
"11-9705-2026","2026-03-05 10:25:10","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","3600000","275.62","275.62","4 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"11-9706-2026","2026-03-05 10:46:46","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","3040000","174","174","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"11-9724-2026","2026-03-05 11:01:11","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2950000","178.18","178.18","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"11-9727-2026","2026-03-05 11:20:28","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","3575000","334.3","334.3","4 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE HAYAT"
"11-9728-2026","2026-03-05 11:31:09","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","7500000","179.71","179.71","4 B/R","","","","","0","0","","ALBARARI IXORA VILLAS"
"11-9731-2026","2026-03-05 10:59:03","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","3050000","210.18","210.18","2 B/R","","","","Motor City","0","0","",""
"11-9736-2026","2026-03-05 11:37:53","Sales","Sale","Ready","Free Hold","Residential","SERENA","Building","Villa","3450000","294.89","294.89","3 B/R","","","","Hamdan Sports Complex","0","0","","Serena Casa Dora"
